"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S007356    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Diputació / Bruc                                  ","0064 0064","Diumenge","Dg","Laboral","2018",9,"Setembre","30","17","Tarda","Col.lisió lateral","430808.17","4582940.90","2.170896","41.393273"
"2018S007357    ",7,"Horta-Guinardó",38,"la Teixonera",41700,"Santa Albina / Besòs                              ","0031 0031","Diumenge","Dg","Laboral","2018",9,"Setembre","30","14","Tarda","Col.lisió frontal","428936.30","4586162.25","2.148536","41.421958"
"2018S007358    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral                                           ","9995 9995","Diumenge","Dg","Laboral","2018",9,"Setembre","30","18","Tarda","Col.lisió lateral","433381.51","4582719.88","2.201548","41.391097"
"2018S007359    ",2,"Eixample",6,"la Sagrada Família",350308,"València                                          ","0479 0483","Diumenge","Dg","Laboral","2018",9,"Setembre","30","17","Tarda","Atropellament","431431.26","4584165.40","2.178536","41.404264"
"2018S007360    ",3,"Sants-Montjuïc",18,"Sants",48404,"Sants / Badal                                     ","0002 0002","Diumenge","Dg","Laboral","2018",9,"Setembre","30","16","Tarda","Col.lisió fronto-lateral","427404.79","4581027.48","2.130464","41.375494"
"2018S007361    ",3,"Sants-Montjuïc",16,"la Bordeta",30602,"Badal                                             ","0001 0001","Diumenge","Dg","Laboral","2018",9,"Setembre","30","20","Tarda","Xoc contra element estàtic","427736.46","4579867.28","2.13485","41.365229"
"2018S007362    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Consell de Cent / Comte d'Urgell                  ","0095 0095","Diumenge","Dg","Laboral","2018",9,"Setembre","30","23","Nit","Col.lisió fronto-lateral","429512.16","4581933.21","2.156188","41.383929"
"2018S007363    ",7,"Horta-Guinardó",42,"la Clota",249406,"Lisboa / Alarcón                                  ","0040 0042","Diumenge","Dg","Laboral","2018",9,"Setembre","30","20","Tarda","Caiguda (dues rodes)","429230.92","4586687.87","2.150868","41.426192"
"2018S007364    ",8,"Nou Barris",45,"Porta",103003,"Verdum                                            ","0124 0124","Diumenge","Dg","Laboral","2018",9,"Setembre","30","23","Nit","Caiguda (dues rodes)","430952.99","4587640.45","2.172438","41.435587"
"2018S007365    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",44709,"Bonanova                                          ","0043 0043","Dilluns","Dl","Laboral","2018",10,"Octubre","1","08","Matí","Abast multiple","427365.07","4584234.01","2.129886","41.404525"
"2018S007366    ",7,"Horta-Guinardó",43,"Horta",701309,"Botticelli                                        ","0001X0001X","Dilluns","Dl","Laboral","2018",10,"Octubre","1","08","Matí","Col.lisió lateral","429293.92","4587413.06","2.152588","41.433329"
